location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.43113283138182,44.439146943602964,47.98%,81.10%,80.22%,161799,27808605
Los Angeles,102.9295607414515,61.0265201004094,40.71%,75.98%,75.32%,125673,22644940
Chicago,63.34927377036546,32.795599703681376,48.23%,79.93%,79.56%,61038,11203359
Houston,54.21260209487204,38.62956821171869,28.74%,62.30%,62.15%,73957,16056951
Phoenix,61.590480670856934,32.357611740097155,47.46%,72.22%,72.01%,22993,4247987
Philadelphia,54.57803918150194,35.13997467198016,35.62%,73.41%,72.27%,34031,7502119
San Antonio,45.60044692592057,29.337942179384623,35.66%,67.52%,67.60%,33433,6072198
San Diego,78.51365168683681,43.35053548126432,44.79%,79.23%,78.58%,30336,4582265
Dallas,63.510389090494,40.14990586337235,36.78%,65.57%,64.12%,29963,6392944
San Jose,59.60272644140276,29.356250673457648,50.75%,84.21%,84.30%,13641,2104834
Austin,72.73790454612131,38.281870537657795,47.37%,73.88%,74.23%,29198,4771127
Jacksonville,47.001824177682344,35.50410764835136,24.46%,44.35%,50.42%,661,81111
Fort Worth,51.96325398505535,34.405839834455854,33.79%,63.17%,62.44%,14337,2450132
Columbus,44.144266229159726,24.708271611787637,44.03%,70.01%,69.00%,20049,4020568
San Francisco,113.31140807867328,45.408306819078334,59.93%,91.28%,90.97%,31532,4404450
Charlotte,57.07323658277768,32.65372738728876,42.79%,66.25%,65.51%,18214,3894110
Indianapolis,47.145187638388826,26.396082781481162,44.01%,71.17%,70.63%,16061,2969255
Seattle,97.72172720941008,35.470385496884106,63.70%,92.54%,92.60%,20607,3435503
Denver,80.92346732883735,40.6550090589737,49.76%,78.63%,78.88%,14886,2458189
Washington,80.02991359523668,43.88014646379725,45.17%,83.90%,83.44%,39426,6812505
Boston,74.66487038066803,34.6606176925277,53.58%,84.75%,83.25%,20996,3118025
El Paso,51.394612357507754,32.76853981447122,36.24%,75.61%,76.66%,9354,1586514
Detroit,54.154527456911666,44.03778662982857,18.68%,64.19%,61.31%,9837,2175776
Nashville,72.10408166670697,37.61259202388372,47.84%,69.86%,70.08%,18900,3525532
Portland,79.1535907268939,36.66230658696717,53.68%,86.59%,86.00%,15897,3387683
Memphis,49.858519120329724,31.93604945236267,35.95%,66.22%,62.73%,10990,2452107
Oklahoma City,45.6669922235209,26.86802364272661,41.17%,65.15%,66.07%,8872,1673973
Las Vegas,84.72990056512978,58.806938030408574,30.59%,63.85%,64.96%,16606,2744918
Louisville,45.56085798628088,25.5046618652546,44.02%,68.61%,67.83%,6912,1249022
Baltimore,45.29333897414116,26.577468158299762,41.32%,71.80%,72.70%,12673,2908964
Milwaukee,53.93929660529048,32.04699804623646,40.59%,72.38%,72.50%,7728,1521080
Albuquerque,50.87203271545735,25.624152856955398,49.63%,80.91%,81.08%,6397,1019848
Tucson,51.71515424064121,29.89489763920021,42.19%,70.87%,71.36%,7542,1191453
Fresno,37.701770337979475,21.501840066896357,42.97%,65.65%,69.56%,7652,1288829
Mesa,48.28786282324394,33.86134134249837,29.88%,71.85%,69.81%,5167,876455
Sacramento,61.33143163603108,43.173881668067246,29.61%,71.80%,72.73%,8900,1470974
Atlanta,89.61422932209175,58.71676056040509,34.48%,58.66%,57.28%,31819,6200378
Kansas City,60.79835145290106,31.74018137747493,47.79%,72.18%,72.96%,9368,1607322
Colorado Springs,64.25466896811271,37.827107256984014,41.13%,75.33%,76.87%,4826,784185
Miami,112.6045912658787,79.0797232380504,29.77%,66.75%,65.01%,21464,2141846
Raleigh,51.90315430037287,27.88534729548696,46.27%,70.31%,71.71%,10391,1657200
Omaha,49.83582640943924,29.07491272534873,41.66%,74.23%,74.23%,8237,1151498
Long Beach,54.96515382487004,32.682426170643055,40.54%,67.61%,68.15%,9875,1807110
Virginia Beach,50.07352659423192,34.32500232683526,31.45%,73.92%,73.33%,6470,1178020
Oakland,86.25019622587048,34.358450752184126,60.16%,84.24%,84.69%,9523,1978285
Minneapolis,68.91270800167321,32.177461600230195,53.31%,82.84%,81.82%,10890,1891842
Tulsa,50.2471527433484,30.34316057307825,39.61%,72.16%,69.60%,4864,840145
Arlington,55.49456652346893,30.281562932829463,45.43%,74.68%,73.46%,13430,2366483
Tampa,71.43395942743592,39.583082372627736,44.59%,70.77%,69.01%,9933,1570264
New Orleans,55.44814101988944,34.51964547977126,37.74%,63.85%,62.83%,16561,4090018
Wichita,38.92519255869092,23.27346030724421,40.21%,65.74%,60.21%,5233,705246
Cleveland,53.65525384662795,36.043685331856544,32.82%,59.48%,56.60%,9170,1960014
Bakersfield,38.49001414123922,26.380270147530123,31.46%,59.54%,61.27%,5397,896072
Aurora,43.10199474260933,16.759652051186144,61.12%,78.00%,82.14%,692,61680
Anaheim,65.41813874528313,35.65015770133678,45.50%,65.53%,65.83%,8031,949186
Honolulu,139.3122488559371,72.5750204989011,47.90%,82.32%,79.32%,11128,1113229
Santa Ana,44.21350447566807,22.658100028920305,48.75%,64.95%,62.76%,2865,424735
Riverside,44.99133696258726,31.276829665507044,30.48%,67.15%,68.73%,5715,816571
Corpus Christi,49.07356721449419,36.68842520373374,25.24%,55.28%,54.59%,4955,744866
