location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.55244625702106,43.43352693315668,49.23%,82.22%,81.36%,174395,28350484
Los Angeles,102.76915149298095,59.63515689725271,41.97%,77.67%,77.75%,134668,23303854
Chicago,63.488379641331214,31.448538997141114,50.47%,81.87%,82.06%,65491,11485519
Houston,53.6697148388751,37.634841101528615,29.88%,64.00%,64.94%,78632,16440224
Phoenix,61.33224983784778,31.24347336530289,49.06%,73.34%,74.66%,24507,4324118
Philadelphia,54.55177311322862,33.82596554129446,37.99%,74.51%,73.56%,36241,7833879
San Antonio,45.43799172072879,29.247007511083325,35.63%,70.32%,70.18%,35713,6204875
San Diego,79.26743585815129,43.0359884961864,45.71%,81.48%,82.56%,32634,4698892
Dallas,64.54225740935483,38.91539813774435,39.71%,66.82%,67.15%,31729,6427379
San Jose,60.03482820259586,28.052404715564645,53.27%,85.79%,85.55%,14561,2230742
Austin,72.45545888833429,38.372045276089466,47.04%,75.16%,76.06%,31134,4951644
Jacksonville,47.3195049045635,37.031608913464495,21.74%,40.89%,52.50%,708,83776
Fort Worth,51.670018869782226,33.38211124362494,35.39%,65.41%,65.74%,15344,2504558
Columbus,44.67643306053782,24.97098806168214,44.11%,70.37%,70.99%,21528,4148917
San Francisco,112.93262160924849,43.889354129787435,61.14%,92.26%,92.10%,33984,4505478
Charlotte,57.21841881357262,31.797576618829073,44.43%,68.21%,69.86%,19474,3946703
Indianapolis,46.85342627760269,25.73416677627586,45.08%,72.60%,73.22%,17291,3039817
Seattle,98.67988247877028,34.092646242160825,65.45%,93.26%,93.23%,22201,3542843
Denver,81.25276284208094,39.607706056277095,51.25%,79.76%,80.51%,15975,2486972
Washington,80.16927578183294,40.88932894011138,49.00%,84.43%,84.41%,42227,6949831
Boston,74.43352813103371,33.7237097859811,54.69%,84.39%,83.47%,22664,3174536
El Paso,51.12042851194083,31.885373930592717,37.63%,78.29%,79.55%,9968,1644711
Detroit,53.39843440931786,42.03739015619585,21.28%,66.80%,62.44%,10475,2182409
Nashville,73.04068371580495,38.80427014184935,46.87%,70.91%,71.80%,20455,3594150
Portland,79.21516842530356,36.56844570438445,53.84%,87.29%,87.02%,17050,3455043
Memphis,49.85089502305684,33.44572799940028,32.91%,66.61%,65.35%,11649,2422451
Oklahoma City,46.111341853926994,28.211253532347712,38.82%,65.19%,68.71%,9479,1698776
