location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.71707977292998,40.44783238841675,52.81%,87.78%,85.30%,169166,25101469
Los Angeles,102.8773513308482,55.35426994347465,46.19%,83.33%,81.84%,129691,20735128
Chicago,63.82872972348882,29.223060370660537,54.22%,86.47%,83.69%,63326,10179070
Houston,53.87334309656782,34.62737214669749,35.72%,71.60%,71.41%,75106,14493287
Phoenix,60.72720460187261,28.33130433547918,53.35%,79.70%,80.56%,23526,3770984
Philadelphia,55.16777050459228,31.904926741476153,42.17%,78.98%,79.08%,34503,6832777
San Antonio,45.338745973420885,26.96014706512418,40.54%,76.94%,76.50%,34377,5550262
San Diego,79.3369163332009,39.592842592322846,50.10%,86.67%,87.56%,31703,4158094
Dallas,64.22271501076646,35.47150077605383,44.77%,74.19%,72.28%,30286,5666193
San Jose,60.239805990575675,24.877436911427196,58.70%,88.33%,89.56%,14112,2000973
Austin,72.47699411172103,35.59552564445117,50.89%,82.30%,82.78%,30286,4428881
Jacksonville,47.46815519691305,33.94824903019029,28.48%,54.22%,55.52%,674,76162
Fort Worth,51.48066932632848,31.246723757624025,39.30%,69.88%,71.95%,14779,2238085
Columbus,44.55290583743314,24.4551501361605,45.11%,75.57%,75.68%,20763,3659423
San Francisco,113.34222495543564,41.928609915729275,63.01%,95.02%,94.06%,33357,4014999
Charlotte,57.946472330051364,31.160709067039107,46.23%,73.60%,73.62%,18654,3477334
Indianapolis,46.51425652114583,24.062174785203663,48.27%,78.44%,79.84%,16691,2678539
Seattle,98.85781301930142,31.500900768246545,68.14%,95.60%,94.67%,21616,3128055
Denver,81.65374395044263,37.01477212818024,54.67%,82.74%,81.37%,15397,2170416
Washington,80.30681500187005,35.464234846004594,55.84%,89.40%,88.68%,41024,6175689
Boston,75.54469510943962,31.911793960771735,57.76%,88.29%,84.85%,22138,2861688
El Paso,50.927832056382954,29.56985495467731,41.94%,86.62%,87.32%,9581,1469611
Detroit,53.89917047042072,41.32368253679487,23.33%,71.35%,65.47%,9981,1923510
Nashville,72.87816654132011,36.12073401076314,50.44%,77.66%,77.95%,19816,3166674
Portland,79.28849757472626,34.7393759928629,56.19%,90.01%,88.19%,16460,3048375
Memphis,48.42682559430708,30.381376448433016,37.26%,73.58%,70.38%,11133,2106148
Oklahoma City,46.125839025299065,26.08039347225783,43.46%,70.39%,70.41%,9108,1490717
Las Vegas,82.84005631144437,52.58447578397133,36.52%,71.56%,74.85%,16890,2487982
Louisville,46.22447021778701,24.1145119396294,47.83%,76.12%,76.38%,7232,1112641
Baltimore,45.185414976538326,22.178155865442214,50.92%,77.57%,79.01%,12928,2679235
Milwaukee,52.831761164301135,28.603044633570608,45.86%,80.37%,78.10%,8002,1321805
Albuquerque,51.2957196556996,23.234876277443487,54.70%,87.17%,87.49%,6621,951471
Tucson,53.81889802006543,27.705165314120013,48.52%,79.82%,77.18%,7745,1083265
Fresno,37.71610800664114,18.522357860455195,50.89%,73.56%,76.88%,7857,1227662
Mesa,48.55908285566441,29.452027769320654,39.35%,74.97%,74.65%,5298,784961
Sacramento,61.454510782605496,36.20586314366817,41.09%,78.64%,80.82%,9130,1403275
Atlanta,88.28798300819307,52.51960699667488,40.51%,66.63%,65.41%,32131,5592277
Kansas City,61.888411126439784,30.945411002305335,50.00%,77.40%,77.91%,9727,1425840
Colorado Springs,63.8379273404339,33.943954886786855,46.83%,86.51%,88.25%,4944,707658
Miami,113.92103219541544,73.51211531019065,35.47%,78.59%,77.82%,21856,1949645
Raleigh,51.736370666049744,24.511888586106373,52.62%,76.22%,71.42%,10865,1547044
Omaha,49.75001202544999,26.28348390490772,47.17%,83.94%,77.90%,8566,1038590
Long Beach,55.17847630269775,29.374981905327534,46.76%,74.27%,72.96%,10208,1717713
Virginia Beach,49.52119142492083,30.861381708536,37.68%,81.03%,77.03%,6604,1070625
Oakland,87.22877613288065,29.692918887259232,65.96%,88.66%,90.45%,9889,1795041
Minneapolis,69.6965878925983,30.284443024014674,56.55%,86.04%,85.75%,11398,1662049
Tulsa,49.587697937528354,27.562268444689913,44.42%,73.80%,73.29%,4988,725838
Arlington,56.046894393199565,28.088126282354747,49.88%,80.96%,79.51%,13898,2107394
Tampa,70.48081759141638,33.91189051738689,51.88%,80.44%,77.81%,10120,1411568
New Orleans,55.671111377261866,32.025142990521545,42.47%,75.21%,74.75%,17177,3742325
Wichita,39.10133424104868,22.132581249482122,43.40%,72.18%,71.34%,5516,659034
Cleveland,53.70210974200643,31.918158158005443,40.56%,69.51%,68.12%,9503,1798815
Bakersfield,38.97091112316959,23.610803468606697,39.41%,66.57%,69.54%,5530,834130
Aurora,42.90512258844458,18.2886933513088,57.37%,86.66%,85.63%,696,56237
Anaheim,65.53430450520122,33.894062039450986,48.28%,71.75%,68.06%,8549,893833
Honolulu,139.78272046249919,69.35780592709612,50.38%,89.21%,85.68%,11651,1016036
Santa Ana,47.134582871294725,23.64384370226943,49.84%,70.01%,71.11%,2902,378261
Riverside,45.28413949538101,28.529609718714127,37.00%,67.98%,72.73%,5938,776078
Corpus Christi,48.877086029717034,35.19551158841994,27.99%,63.38%,68.54%,5155,673448
Lexington,41.90830056525011,20.639097761782534,50.75%,71.63%,70.97%,1208,145906
Stockton,41.5262064736032,27.34152478230156,34.16%,61.81%,63.08%,3438,551286
Henderson,72.46941901942877,36.881173030296395,49.11%,76.48%,75.23%,5212,964089
St Paul,54.68381153324359,21.43303655819673,60.81%,88.85%,84.44%,4338,637140
St Louis,55.01412841685453,25.702705096555363,53.28%,88.74%,86.77%,7095,1105818
Cincinnati,55.45315475211793,24.215537246523922,56.33%,77.57%,75.58%,6905,929145
Pittsburgh,54.05359142403754,29.340541895662323,45.72%,85.66%,84.27%,9007,1447605
Greensboro,36.531488809676546,23.652811673516002,35.25%,66.51%,64.71%,7006,1608387
Anchorage,112.24029817774073,45.692385778375495,59.29%,96.06%,89.62%,3445,571967
Plano,71.11392651453167,44.0685359849755,38.03%,78.50%,77.67%,4271,700527
Lincoln,54.0310258089516,31.153822901720662,42.34%,73.13%,76.64%,5748,553475
Orlando,91.12769924009136,51.41352424533208,43.58%,71.09%,68.65%,13423,1710120
Irvine,78.3271789645108,35.104741231726194,55.18%,86.84%,86.38%,4474,584448
Newark,53.5333912871599,23.9549319414682,55.25%,74.90%,73.13%,6081,1012091
Toledo,39.39875645228989,26.550189694705853,32.61%,76.94%,75.32%,3759,596914
Durham,48.96531327619105,23.724684944966764,51.55%,76.49%,72.23%,5717,1169560
Chula Vista,56.085856398750245,30.64799034302072,45.36%,84.18%,79.84%,2921,391471
Fort Wayne,42.848994759291635,27.084067800126434,36.79%,72.42%,72.90%,3357,401716
Jersey City,58.52780694258171,26.334724912712907,55.00%,86.34%,84.06%,4569,710004
St Petersburg,64.51067673694898,29.120461793521162,54.86%,83.58%,83.08%,3977,736204
Laredo,38.048524006353176,25.45799052303852,33.09%,75.04%,74.92%,2217,274725
Madison,44.47790400488271,20.07643787719438,54.86%,72.11%,74.30%,932,83293
Chandler,58.46321326285042,29.77553025007799,49.07%,79.90%,78.86%,3432,450518
Buffalo,43.526109555383435,27.104593024252424,37.73%,74.76%,78.49%,5110,889806
Lubbock,52.73220369731349,38.607164365645794,26.79%,57.90%,65.25%,6017,693562
Scottsdale,88.3782097883131,43.654308182435464,50.61%,82.73%,82.88%,4676,552317
Reno,57.74023817341129,28.8063560080047,50.11%,81.19%,78.54%,4815,641273
Glendale,54.48976865800927,16.876115560250224,69.03%,79.70%,83.98%,253,37186
Gilbert,63.42377904251558,34.42370090425804,45.72%,79.40%,77.42%,3869,422034
Winston-Salem,38.07884696898665,23.815922240227014,37.46%,68.85%,67.37%,3643,580445
North Las Vegas,46.73360557567226,30.86080857413516,33.96%,70.78%,72.92%,2887,467089
Norfolk,45.462457162844295,28.997915584336383,36.22%,69.24%,67.00%,5233,1179335
Chesapeake,42.230195868780285,25.509544603515877,39.59%,70.52%,70.69%,2216,435049
Garland,36.28928181480962,27.040083442396053,25.49%,62.32%,65.15%,3277,520198
Irving,56.03034142367088,31.198605764342915,44.32%,71.42%,65.80%,3999,634023
Hialeah,32.87160372433153,19.79763528017786,39.77%,74.82%,68.65%,1841,232550
Fremont,77.76571679494816,31.489381505356537,59.51%,87.43%,81.48%,2896,422150
Boise,65.26206402026678,30.207726480006357,53.71%,83.54%,75.63%,3172,436021
Richmond,53.14715173528632,31.326758375868767,41.06%,76.17%,75.12%,8711,1475333
Baton Rouge,42.10785408662825,28.22840710114595,32.96%,57.41%,59.64%,7314,2027577
Spokane,60.13551244694295,31.96671803450037,46.84%,70.17%,73.02%,2306,316181
