location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.77178380666753,42.32805846129106,50.65%,83.95%,82.60%,172709,27218810
Los Angeles,102.7035931478923,57.76358316528118,43.76%,79.24%,78.91%,133113,22371982
Chicago,63.5555012656761,30.737375386133277,51.64%,83.07%,82.07%,64745,11061212
Houston,53.709000921516036,36.759629531344295,31.56%,66.90%,67.17%,77451,15741306
Phoenix,61.190780864281024,30.229156043567773,50.60%,75.13%,76.47%,24187,4128326
Philadelphia,54.671564890929915,33.218024983845574,39.24%,75.64%,74.67%,35695,7481872
San Antonio,45.385889891866206,28.502167481253146,37.20%,72.62%,71.33%,35246,5973868
San Diego,79.11165892754077,41.93438174607233,46.99%,83.08%,83.87%,32334,4512721
Dallas,64.50066842076828,37.736823276124994,41.49%,69.76%,68.27%,31213,6170995
San Jose,59.968992373141155,26.79914717176929,55.31%,86.20%,86.48%,14415,2150017
Austin,72.57081451777205,36.938561125799495,49.10%,77.54%,77.25%,30899,4794502
Jacksonville,47.37364033903738,36.29916805619077,23.38%,43.77%,50.16%,704,81458
Fort Worth,51.591586866181146,33.105951798552624,35.83%,66.27%,68.88%,15144,2405754
Columbus,44.70055197071596,24.71621601819785,44.71%,72.41%,72.76%,21275,3958207
San Francisco,113.33812147677322,43.738616409538146,61.41%,93.21%,92.97%,33785,4339339
Charlotte,57.641270390717814,31.65287478250808,45.09%,70.45%,71.98%,19189,3768857
Indianapolis,46.91978136805812,25.630685692766534,45.37%,73.45%,74.30%,17101,2902608
Seattle,98.6747833229702,33.171716812555594,66.38%,93.69%,93.25%,22014,3403123
Denver,81.36303197726,38.644780219095225,52.50%,80.41%,80.97%,15764,2379318
Washington,80.18202455415127,39.46185350972763,50.78%,86.11%,85.14%,41962,6697782
Boston,74.62311894201008,33.222328705107394,55.48%,85.52%,82.86%,22528,3067522
El Paso,51.20397837745181,31.41673183859797,38.64%,80.72%,81.15%,9851,1589022
Detroit,53.658050320408115,43.154865896244964,19.57%,67.53%,64.30%,10293,2085038
Nashville,72.99072901078569,37.646925392227345,48.42%,72.67%,72.91%,20296,3447199
Portland,79.2596142165308,36.29270405453754,54.21%,88.33%,87.57%,16890,3318626
Memphis,49.6788798662007,33.18383401356028,33.20%,68.49%,66.35%,11451,2307013
Oklahoma City,46.2472291428551,27.810045783456808,39.87%,67.22%,68.43%,9371,1620210
