location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.30922476488584,46.022376077856855,46.05%,80.08%,78.64%,180406,31091439
Los Angeles,102.71948124517608,62.30748623223025,39.34%,74.31%,73.01%,140152,25527071
Chicago,63.60991755464512,34.207872837216264,46.22%,78.40%,77.20%,68077,12690969
Houston,53.89819573542195,39.7354210796868,26.28%,61.00%,60.73%,82713,18163694
Phoenix,61.283406595775936,33.00390855769045,46.15%,71.00%,70.30%,25698,4762328
Philadelphia,54.58710602824604,35.63388628711143,34.72%,72.32%,70.73%,37840,8614991
San Antonio,45.76772045578968,30.081828514537264,34.27%,67.37%,67.77%,37324,6819284
San Diego,79.38391227607217,45.15269921862919,43.12%,78.80%,77.14%,33887,5161597
Dallas,64.95175778784102,41.860694024945886,35.55%,63.97%,62.47%,33548,7094776
San Jose,60.22959014126996,30.92166722639436,48.66%,84.14%,83.79%,15141,2418912
Austin,72.73948150280293,38.93734286668149,46.47%,73.25%,72.90%,32544,5433551
Jacksonville,46.979893680355275,36.622970898362475,22.05%,44.35%,43.22%,744,91212
Fort Worth,51.570804514838706,35.936024823380905,30.32%,60.58%,59.83%,16022,2744741
Columbus,44.457865358599435,26.143172065042467,41.20%,66.95%,66.73%,22315,4513609
San Francisco,112.52346534800684,45.97797365089672,59.14%,90.46%,89.80%,35023,4938261
Charlotte,57.61081388886051,33.63214356982398,41.62%,65.26%,64.12%,20399,4386297
Indianapolis,46.78042310231079,27.439953491103445,41.34%,70.31%,69.92%,17989,3358488
Seattle,97.72295945392116,36.99238656804373,62.15%,91.94%,91.89%,22996,3908834
Denver,81.00721696476599,42.5564911959837,47.47%,77.89%,77.83%,16778,2813225
Washington,80.54373201951081,45.97812831304453,42.92%,82.96%,82.51%,43900,7623578
Boston,74.07332138396345,36.19562301680363,51.14%,83.28%,81.32%,23398,3470284
El Paso,50.927821435130866,34.24120836869971,32.77%,73.63%,74.49%,10388,1780401
Detroit,53.32464343699545,44.61574786207919,16.33%,61.20%,58.40%,10995,2414463
Nashville,72.59616870142169,39.274469910077855,45.90%,69.71%,68.90%,21194,3960502
Portland,79.71211911872454,39.71393810337828,50.18%,84.90%,84.20%,17749,3839141
Memphis,49.792263209852564,33.260233552649716,33.20%,64.65%,63.17%,12239,2679166
Oklahoma City,45.884840498209975,28.9990656315209,36.80%,62.40%,63.07%,9862,1884168
Las Vegas,83.57739457064974,58.98213389673556,29.43%,63.82%,63.91%,18565,3087083
Louisville,45.51641794838086,26.439123488442803,41.91%,68.27%,66.91%,7703,1398270
Baltimore,45.867539261004374,27.440806395113093,40.17%,69.77%,69.45%,14140,3313930
Milwaukee,53.25709230753399,33.39732592102222,37.29%,70.58%,69.63%,8717,1693972
Albuquerque,51.60610330942147,27.285215572454682,47.13%,78.28%,76.62%,7144,1185638
Tucson,53.598659408114145,31.86429354726589,40.55%,71.16%,71.79%,8391,1346815
Fresno,37.7250886292175,22.81545853937814,39.52%,65.57%,66.96%,8507,1469898
Mesa,48.68607357452442,34.44308314083382,29.25%,68.95%,65.90%,5753,959015
Sacramento,62.426787695826405,45.787213234628794,26.65%,70.70%,70.49%,9986,1747128
Atlanta,89.04395974481524,59.802612640192926,32.84%,56.99%,55.45%,35723,7012435
Kansas City,60.8395208687323,34.49283861133588,43.31%,69.05%,68.29%,10495,1815957
Colorado Springs,64.59837327147065,37.99235290404018,41.19%,73.78%,74.27%,5395,876755
Miami,113.80415867248286,79.76608283467071,29.91%,65.02%,63.51%,24324,2454180
Raleigh,52.351674743775654,29.144321830415286,44.33%,67.93%,69.21%,11600,1896849
Omaha,49.595913291759004,29.6500380930717,40.22%,72.85%,73.41%,9196,1302598
Long Beach,55.83186367415819,33.54461330766774,39.92%,67.53%,66.99%,10993,2120365
Virginia Beach,49.815146741100435,35.78013386960311,28.17%,72.64%,71.68%,7180,1335113
Oakland,86.66947564117426,36.549390864844256,57.83%,83.03%,83.31%,10574,2229523
Minneapolis,69.61320238408659,33.764844031963165,51.50%,80.37%,80.02%,12175,2153440
Tulsa,50.08016111472556,30.67393737762421,38.75%,68.98%,66.12%,5450,954905
Arlington,56.16030270800199,30.61753451154253,45.48%,74.02%,73.49%,15056,2641142
Tampa,71.24788411410795,40.34716038042653,43.37%,69.67%,69.12%,11122,1809004
New Orleans,55.756139023814896,35.320946333122464,36.65%,62.97%,62.42%,18487,4614454
Wichita,39.39832467408251,23.745827295065073,39.73%,66.01%,62.21%,5863,816513
Cleveland,53.5484771947081,37.74684315418351,29.51%,57.52%,56.42%,10253,2231850
Bakersfield,39.028063347179376,28.473889792910004,27.04%,60.04%,59.68%,5988,1005551
Aurora,42.20916195033517,21.29866507929069,49.54%,72.68%,73.77%,771,71072
Anaheim,64.800514373726,37.908734828119776,41.50%,64.30%,63.47%,8827,1053814
Honolulu,141.61144818176706,83.27092685618581,41.20%,80.58%,75.53%,12415,1252673
Santa Ana,46.3818165132048,24.64156676948643,46.87%,64.89%,64.59%,3149,477151
Riverside,45.318886543541936,32.37803904016612,28.56%,64.26%,65.64%,6378,923499
Corpus Christi,48.821785541317006,36.973584768650134,24.27%,54.58%,54.80%,5526,834276
Lexington,41.91282800716481,25.481201297062913,39.20%,58.48%,56.52%,1303,173181
Stockton,41.682708490837065,31.204560721647855,25.14%,54.52%,55.36%,3774,677391
Henderson,72.14920476937701,44.23049480786201,38.70%,67.76%,68.65%,5690,1202711
St Paul,55.37822327838553,25.362303531584832,54.20%,84.71%,82.89%,4593,809462
St Louis,55.396399221842316,29.71981038004964,46.35%,80.66%,79.25%,7644,1381905
Cincinnati,55.14681583256472,25.7355403000137,53.33%,67.34%,67.08%,7432,1172207
Pittsburgh,53.58073613982672,29.336464072458693,45.25%,79.40%,77.74%,9603,1770161
Greensboro,36.72324068835288,26.813717661433678,26.98%,57.40%,58.03%,7606,1933564
Anchorage,109.49870271448654,53.84037130039571,50.83%,88.31%,84.65%,3771,712841
Plano,60.687939888188964,32.253857639517626,46.85%,76.71%,75.00%,4604,862846
Lincoln,54.23274179409875,31.465584519459394,41.98%,65.23%,65.84%,6104,685206
