location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.48097540228673,43.54408575844987,49.06%,81.82%,81.20%,175050,28806539
Los Angeles,102.7279373934511,60.182198221403745,41.42%,77.29%,78.18%,135234,23662491
Chicago,63.6444046687748,32.056434368337314,49.63%,81.13%,81.90%,65790,11670110
Houston,53.70997585746721,38.04023970534815,29.17%,63.19%,64.93%,79164,16732311
Phoenix,61.28861900479646,31.62643410190257,48.40%,73.40%,74.63%,24670,4399089
Philadelphia,54.66383575610556,34.02434455366059,37.76%,74.09%,73.68%,36446,7964269
San Antonio,45.40885348565488,29.583440376161143,34.85%,69.42%,70.25%,35893,6299294
San Diego,79.33076230231374,43.62393310162155,45.01%,80.52%,81.96%,32768,4788955
Dallas,64.57029342717335,39.7111807452666,38.50%,66.47%,66.98%,31947,6533744
San Jose,60.012982070069675,28.67681350363594,52.22%,85.75%,86.27%,14626,2259590
Austin,72.52222865122562,38.626923086347425,46.74%,74.07%,76.18%,31276,5023631
Jacksonville,47.97737606562372,38.449247780687415,19.86%,38.02%,54.04%,706,85145
Fort Worth,51.66320830315832,33.82570473995585,34.53%,64.73%,66.46%,15416,2540062
Columbus,44.570179802625134,25.194489145199856,43.47%,70.32%,71.84%,21613,4224807
San Francisco,112.97805779577342,44.67279101452962,60.46%,91.96%,92.08%,34090,4580177
Charlotte,57.28510541293355,32.327675306446245,43.57%,67.64%,69.47%,19607,4004882
Indianapolis,46.778529265899,26.150438715590287,44.10%,72.31%,74.06%,17343,3096287
Seattle,98.70392056657046,34.56653259264477,64.98%,93.01%,93.17%,22280,3610486
Denver,81.23306229985809,39.960607340361264,50.81%,78.92%,80.98%,16078,2537887
Washington,80.08059439956179,42.2822774092005,47.20%,83.76%,84.35%,42520,7067876
Boston,74.25119152753317,33.910985443356644,54.33%,84.18%,83.55%,22706,3214681
El Paso,51.10619223165629,32.180294731716856,37.03%,77.37%,80.46%,10002,1667074
Detroit,53.46308528055597,42.68256521009706,20.16%,65.92%,62.83%,10555,2217892
Nashville,72.99073890713302,38.92104312363996,46.68%,70.55%,72.14%,20517,3674575
Portland,79.71026998160076,38.07263740578629,52.24%,86.57%,86.14%,17133,3513637
Memphis,49.806428648078445,33.462580520817454,32.81%,67.29%,66.30%,11730,2465068
Oklahoma City,46.062045973974826,28.55961646081852,38.00%,64.70%,67.44%,9533,1730084
Las Vegas,83.12982673291457,55.83779604646367,32.83%,66.26%,68.64%,17746,2849841
Louisville,45.3928385349636,25.494273314104824,43.84%,68.86%,69.31%,7476,1287501
Baltimore,45.37775003286707,24.515502238038803,45.97%,71.32%,74.23%,13584,3069775
Milwaukee,52.93257522358804,31.11124998824299,41.22%,71.28%,73.25%,8370,1543827
Albuquerque,51.34061664685159,25.626846187107763,50.08%,82.11%,82.37%,6911,1099308
Tucson,53.70529584921568,30.358204329351214,43.47%,72.37%,75.97%,8070,1245783
Fresno,37.95559881949297,21.27063163858645,43.96%,66.14%,71.54%,8230,1373409
Mesa,48.72708199611618,32.436085686207875,33.43%,73.13%,73.23%,5551,900748
Sacramento,61.719236029508245,40.7320819581049,34.00%,73.97%,76.15%,9586,1618594
Atlanta,88.83482859418005,57.63353385056405,35.12%,59.96%,60.12%,33976,6442925
Kansas City,61.25355394585301,33.30090862594146,45.63%,73.47%,73.24%,10142,1663543
Colorado Springs,64.6110052413499,36.61528440241458,43.33%,78.29%,82.29%,5185,821225
Miami,113.63156619231144,77.90569674577526,31.44%,67.13%,69.50%,22935,2259340
Raleigh,52.55079313992788,28.20255443148568,46.33%,71.38%,71.41%,11252,1753573
Omaha,49.488285660681065,28.998977685123958,41.40%,74.21%,73.79%,8890,1204424
Long Beach,55.52167029327989,31.387109914947267,43.47%,69.61%,71.80%,10586,1983984
Virginia Beach,49.69786481928882,33.140358727060296,33.32%,75.12%,73.22%,6922,1240082
Oakland,86.81222214384096,33.412415856819266,61.51%,85.12%,86.25%,10284,2063483
Minneapolis,69.67250110106461,31.935604588916608,54.16%,82.82%,82.71%,11792,1968843
Tulsa,49.89064300726072,30.28329981704811,39.30%,71.19%,69.61%,5226,862204
Arlington,56.179883717113256,30.316735457058073,46.04%,76.29%,76.24%,14573,2483162
Tampa,70.65201095895985,39.247408024960926,44.45%,71.78%,70.51%,10567,1645447
New Orleans,55.687303912073595,35.140268389004035,36.90%,65.09%,65.95%,17886,4297553
Wichita,39.381471545056044,23.42347186333262,40.52%,66.94%,64.67%,5698,756365
Cleveland,53.51823908800003,35.093122417776804,34.43%,62.10%,61.47%,9871,2072114
Bakersfield,39.336114203900095,27.223863617734718,30.79%,61.28%,62.16%,5803,945522
Aurora,42.77308904404946,18.55588238677138,56.62%,79.42%,81.52%,740,66187
Anaheim,65.7216055575142,37.666343446823646,42.69%,68.61%,67.18%,8694,994002
Honolulu,140.19795082585765,73.45349005820354,47.61%,82.77%,82.02%,12005,1156199
Santa Ana,46.27004894564423,22.824601228340587,50.67%,67.53%,68.42%,3055,445428
Riverside,45.42149129717482,30.92802927983339,31.91%,66.44%,70.53%,6181,867634
Corpus Christi,48.96180929260552,37.53275876784196,23.34%,55.98%,58.19%,5357,771212
Lexington,41.90699673014851,23.380348889478487,44.21%,65.45%,65.60%,1258,164314
Stockton,41.57481007211535,29.93120960234992,28.01%,59.66%,64.60%,3640,632910
Henderson,73.23838429678516,40.60221145389586,44.56%,70.41%,73.50%,5464,1115953
St Paul,55.51707623296753,23.839148861055108,57.06%,86.21%,84.59%,4485,733574
St Louis,54.84636759245163,27.941355263310705,49.06%,82.79%,83.30%,7351,1264107
Cincinnati,55.216579002634525,24.932079611429323,54.85%,72.20%,73.23%,7170,1071312
Pittsburgh,53.8756075165779,28.964863646508785,46.24%,79.58%,78.81%,9291,1639803
Greensboro,36.390557390665954,26.139451868203558,28.17%,58.03%,60.03%,7335,1817142
Anchorage,109.6078193300137,48.21859559978029,56.01%,91.74%,90.43%,3636,659981
Plano,61.11559419854553,31.352689442851702,48.70%,76.84%,78.53%,4447,808702
Lincoln,54.263062381338685,31.684662883253697,41.61%,65.79%,68.18%,5928,637540
