location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.22926827196045,53.9403013886376,36.71%,71.50%,69.50%,189317,35065623
Los Angeles,102.84581845691055,73.28845186550312,28.74%,65.62%,64.45%,147611,28824641
Chicago,63.63793003304734,41.86259623346757,34.22%,68.31%,67.28%,71911,14431961
Houston,53.896346255749904,46.48264508792025,13.76%,53.84%,53.26%,87652,20355156
Phoenix,61.381509973755605,40.86459273981029,33.43%,63.93%,62.10%,27183,5399216
Philadelphia,54.542372804872386,41.5615853819428,23.80%,64.59%,62.96%,39749,9664906
San Antonio,45.72337343233798,35.794739629117664,21.71%,59.72%,59.98%,39318,7656423
San Diego,79.23762203461713,54.07507128694581,31.76%,70.64%,69.59%,35577,5830038
Dallas,64.89490465688253,48.944299763602075,24.58%,54.56%,54.03%,35666,8107955
San Jose,60.193061963840606,40.073058468880035,33.43%,77.72%,77.14%,15804,2643097
Austin,72.5824154977542,47.02071342120576,35.22%,65.61%,65.34%,34189,6152574
Jacksonville,47.407120672422025,40.25568516826791,15.09%,38.02%,36.04%,766,99800
Fort Worth,51.911791510995094,42.13762481939365,18.83%,53.66%,53.18%,16841,3105210
Columbus,44.071757063470756,31.815647933417907,27.81%,61.00%,60.18%,23275,5042984
San Francisco,111.86536178015223,55.993760753237794,49.95%,83.36%,82.34%,38643,6062398
Charlotte,57.82575649182131,41.445535635962855,28.33%,55.97%,55.40%,21480,4998372
Indianapolis,46.338119102390365,31.921691361195347,31.11%,60.48%,59.92%,18839,3764104
Seattle,98.03814617788242,48.799431655133674,50.22%,83.99%,83.69%,24137,4460744
Denver,81.23755364308576,51.25290470124851,36.91%,69.67%,69.24%,17770,3230030
Washington,80.88932756849374,54.41524229401214,32.73%,75.44%,74.67%,45809,8450461
Boston,74.4474955212148,44.01749516246559,40.87%,74.06%,73.18%,24400,3898719
El Paso,50.89201421539478,40.24744140642823,20.92%,65.87%,65.82%,10949,1995676
Detroit,53.47486830588566,50.34504298470515,5.85%,51.00%,49.77%,11641,2741487
Nashville,72.93206614843523,47.57857531058018,34.76%,59.77%,58.51%,22210,4480590
Portland,79.3046168648495,47.90717221210772,39.59%,78.39%,77.00%,18616,4369020
Memphis,49.461452108356475,38.29038497559649,22.59%,58.30%,57.22%,12965,3016019
Oklahoma City,45.661200826306356,34.05770074927676,25.41%,55.75%,56.50%,10412,2134174
Las Vegas,83.81128575832642,65.15017805274961,22.27%,56.55%,56.75%,19782,3563650
Louisville,45.7567692384984,32.67652470445308,28.59%,58.82%,57.91%,8091,1591280
Baltimore,45.94028104843322,33.47998184136155,27.12%,63.62%,63.08%,14966,3734164
Milwaukee,52.71047915871755,38.81048160889733,26.37%,55.62%,55.68%,9259,1946951
Albuquerque,51.67892125824399,35.659253691746564,31.00%,70.08%,69.16%,7534,1343144
Tucson,53.71657499364832,39.65714087676293,26.17%,62.52%,62.06%,8873,1539187
Fresno,37.90816998847345,28.04189894490957,26.03%,55.13%,57.16%,8929,1631837
Mesa,47.29506012642096,36.58581786097785,22.64%,60.24%,58.42%,6044,1056131
Sacramento,62.51098831972153,54.70801540266966,12.48%,62.91%,62.18%,10528,1952939
Atlanta,89.38415856954846,68.52541527015092,23.34%,49.89%,49.09%,38141,7941180
Kansas City,61.06478925451474,41.72861441749454,31.67%,62.02%,61.03%,11007,2070916
Colorado Springs,64.4503146894045,44.841032736662186,30.43%,70.67%,70.82%,5699,959930
Miami,113.9990971229541,88.23828103515869,22.60%,57.79%,56.81%,26353,2826068
Raleigh,52.29005728583624,34.09995964180746,34.79%,61.72%,62.39%,12086,2133804
Omaha,49.73996121778797,36.70974501018746,26.20%,64.55%,64.75%,9664,1470293
